epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,793.029,2.24722,19.1445,2.44054,0,0,0,0,0,0,0,5.0165e-05,5.0165e-05,5.0165e-05
2,1588.37,1.21695,12.0431,1.6673,0,0,0,0,0,0,0,9.98334e-05,9.98334e-05,9.98334e-05
3,2293.14,1.10671,10.2566,1.6144,0,0,0,0,0,0,0,0.000148499,0.000148499,0.000148499
4,3112.84,1.05004,9.56246,1.58448,0,0,0,0,0,0,0,0.000147486,0.000147486,0.000147486
5,3931.68,1.00822,8.04487,1.5265,0,0,0,0,0,0,0,0.000145981,0.000145981,0.000145981
6,4698.16,0.96385,7.38208,1.49702,0,0,0,0,0,0,0,0.000144476,0.000144476,0.000144476
7,5478.98,0.92977,6.83056,1.47095,0,0,0,0,0,0,0,0.000142971,0.000142971,0.000142971
8,6244.7,0.93923,6.12427,1.48347,0,0,0,0,0,0,0,0.000141466,0.000141466,0.000141466
9,7028.1,0.93616,5.70956,1.47885,0,0,0,0,0,0,0,0.000139962,0.000139962,0.000139962
10,7816.5,0.88975,5.46186,1.43349,0,0,0,0,0,0,0,0.000138457,0.000138457,0.000138457
11,8581.63,0.88886,5.14472,1.41336,0,0,0,0,0,0,0,0.000136952,0.000136952,0.000136952
12,9365.45,0.88066,5.08122,1.41879,0,0,0,0,0,0,0,0.000135447,0.000135447,0.000135447
13,10123.1,0.8506,4.63301,1.39804,0,0,0,0,0,0,0,0.000133942,0.000133942,0.000133942
14,10921.8,0.83773,4.62044,1.39568,0,0,0,0,0,0,0,0.000132438,0.000132438,0.000132438
15,11676.7,0.82505,4.36621,1.38206,0,0,0,0,0,0,0,0.000130933,0.000130933,0.000130933
16,12437.8,0.82586,4.23663,1.3745,0,0,0,0,0,0,0,0.000129428,0.000129428,0.000129428
17,13236.8,0.83684,4.02658,1.36464,0,0,0,0,0,0,0,0.000127923,0.000127923,0.000127923
18,13979.6,0.82621,3.96082,1.39384,0,0,0,0,0,0,0,0.000126418,0.000126418,0.000126418
19,14776.2,0.81747,3.76961,1.37883,0,0,0,0,0,0,0,0.000124914,0.000124914,0.000124914
20,15536.5,0.7968,3.64798,1.33283,0,0,0,0,0,0,0,0.000123409,0.000123409,0.000123409
21,16334.7,0.82144,3.51848,1.37871,0,0,0,0,0,0,0,0.000121904,0.000121904,0.000121904
22,17099.2,0.79674,3.44527,1.35104,0,0,0,0,0,0,0,0.000120399,0.000120399,0.000120399
23,17902.5,0.80112,3.38394,1.37603,0,0,0,0,0,0,0,0.000118894,0.000118894,0.000118894
24,18699.4,0.78529,3.16902,1.32801,0,0,0,0,0,0,0,0.00011739,0.00011739,0.00011739
25,19461.8,0.77188,3.18135,1.33181,0,0,0,0,0,0,0,0.000115885,0.000115885,0.000115885
26,20275.1,0.76088,2.99075,1.32854,0,0,0,0,0,0,0,0.00011438,0.00011438,0.00011438
27,21074.2,0.77191,2.9242,1.34422,0,0,0,0,0,0,0,0.000112875,0.000112875,0.000112875
28,21829.9,0.76536,2.87023,1.32063,0,0,0,0,0,0,0,0.00011137,0.00011137,0.00011137
29,22656.5,0.75348,2.80555,1.28812,0,0,0,0,0,0,0,0.000109866,0.000109866,0.000109866
30,23422.8,0.76001,2.74978,1.35187,0,0,0,0,0,0,0,0.000108361,0.000108361,0.000108361
31,24245,0.76861,2.65824,1.328,0,0,0,0,0,0,0,0.000106856,0.000106856,0.000106856
32,25024.3,0.75433,2.67763,1.32609,0,0,0,0,0,0,0,0.000105351,0.000105351,0.000105351
33,25820.2,0.73918,2.61449,1.31166,0,0,0,0,0,0,0,0.000103846,0.000103846,0.000103846
34,26595.4,0.74687,2.50967,1.3027,0,0,0,0,0,0,0,0.000102342,0.000102342,0.000102342
35,27400.5,0.74978,2.48815,1.29167,0,0,0,0,0,0,0,0.000100837,0.000100837,0.000100837
36,28141.1,0.73109,2.42517,1.30997,0,0,0,0,0,0,0,9.9332e-05,9.9332e-05,9.9332e-05
37,28960.2,0.73813,2.43688,1.29397,0,0,0,0,0,0,0,9.78272e-05,9.78272e-05,9.78272e-05
38,29762.3,0.73008,2.32165,1.2952,0,0,0,0,0,0,0,9.63224e-05,9.63224e-05,9.63224e-05
39,30525.5,0.72626,2.26504,1.28315,0,0,0,0,0,0,0,9.48176e-05,9.48176e-05,9.48176e-05
40,31286.3,0.72734,2.30452,1.30118,0,0,0,0,0,0,0,9.33128e-05,9.33128e-05,9.33128e-05
41,32063.6,0.72351,2.24391,1.28407,0,0,0,0,0,0,0,9.1808e-05,9.1808e-05,9.1808e-05
42,32829.3,0.71588,2.17813,1.27875,0,0,0,0,0,0,0,9.03032e-05,9.03032e-05,9.03032e-05
43,33630,0.73332,2.17182,1.26031,0,0,0,0,0,0,0,8.87984e-05,8.87984e-05,8.87984e-05
44,34358,0.71383,2.13127,1.25669,0,0,0,0,0,0,0,8.72936e-05,8.72936e-05,8.72936e-05
45,35150,0.70871,2.10227,1.28883,0,0,0,0,0,0,0,8.57888e-05,8.57888e-05,8.57888e-05
46,35882.7,0.71073,2.04908,1.25971,0,0,0,0,0,0,0,8.4284e-05,8.4284e-05,8.4284e-05
47,36660.9,0.7094,2.02258,1.25224,0,0,0,0,0,0,0,8.27792e-05,8.27792e-05,8.27792e-05
48,37409.2,0.7079,2.02712,1.27738,0,0,0,0,0,0,0,8.12744e-05,8.12744e-05,8.12744e-05
49,38199.6,0.70558,1.97797,1.27746,0,0,0,0,0,0,0,7.97696e-05,7.97696e-05,7.97696e-05
50,38941.3,0.70265,1.94587,1.24986,0,0,0,0,0,0,0,7.82648e-05,7.82648e-05,7.82648e-05
51,39712.4,0.70179,1.89572,1.26282,0,0,0,0,0,0,0,7.676e-05,7.676e-05,7.676e-05
52,40431.7,0.71619,1.91096,1.27464,0,0,0,0,0,0,0,7.52552e-05,7.52552e-05,7.52552e-05
53,41241.5,0.68589,1.92063,1.27424,0,0,0,0,0,0,0,7.37504e-05,7.37504e-05,7.37504e-05
54,41989,0.68737,1.87194,1.24993,0,0,0,0,0,0,0,7.22456e-05,7.22456e-05,7.22456e-05
55,42787.4,0.68588,1.86989,1.2571,0,0,0,0,0,0,0,7.07408e-05,7.07408e-05,7.07408e-05
56,43522.9,0.66613,1.79476,1.23885,0,0,0,0,0,0,0,6.9236e-05,6.9236e-05,6.9236e-05
57,44301.6,0.6959,1.77641,1.25759,0,0,0,0,0,0,0,6.77312e-05,6.77312e-05,6.77312e-05
58,45053.1,0.6896,1.79205,1.28242,0,0,0,0,0,0,0,6.62264e-05,6.62264e-05,6.62264e-05
59,45837.8,0.67838,1.72677,1.2671,0,0,0,0,0,0,0,6.47216e-05,6.47216e-05,6.47216e-05
60,46573.4,0.68259,1.75092,1.2398,0,0,0,0,0,0,0,6.32168e-05,6.32168e-05,6.32168e-05
